三宅島三宅村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三宅島三宅村,ミヤケジマミヤケムラ,ミヤケジマミヤケムラ
三島市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三島市,ミシマシ,ミシマシ
三島郡出雲崎町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,三島郡出雲崎町,サントウグンイズモザキマチ,サントウグンイズモザキマチ
三島郡島本町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三島郡島本町,ミシマグンシマモトチョウ,ミシマグンシマモトチョウ
三戸郡三戸町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡三戸町,サンノヘグンサンノヘマチ,サンノヘグンサンノヘマチ
三戸郡五戸町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡五戸町,サンノヘグンゴノヘマチ,サンノヘグンゴノヘマチ
三戸郡南部町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡南部町,サンノヘグンナンブチョウ,サンノヘグンナンブチョウ
三戸郡新郷村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡新郷村,サンノヘグンシンゴウムラ,サンノヘグンシンゴウムラ
三戸郡田子町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡田子町,サンノヘグンタッコマチ,サンノヘグンタッコマチ
三戸郡階上町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三戸郡階上町,サンノヘグンハシカミチョウ,サンノヘグンハシカミチョウ
三方上中郡若狭町,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,三方上中郡若狭町,ミカタカミナカグンワカサチョウ,ミカタカミナカグンワカサチョウ
三方郡美浜町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三方郡美浜町,ミカタグンミハマチョウ,ミカタグンミハマチョウ
三木市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三木市,ミキシ,ミキシ
三条市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三条市,サンジョウシ,サンジョウシ
三次市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三次市,ミヨシシ,ミヨシシ
三沢市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三沢市,ミサワシ,ミサワシ
三浦市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三浦市,ミウラシ,ミウラシ
三浦郡葉山町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三浦郡葉山町,ミウラグンハヤママチ,ミウラグンハヤママチ
三潴郡大木町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三潴郡大木町,ミズマグンオオキマチ,ミズマグンオオキマチ
三田市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三田市,サンダシ,サンダシ
三笠市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三笠市,ミカサシ,ミカサシ
三豊市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三豊市,ミトヨシ,ミトヨシ
三郷市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三郷市,ミサトシ,ミサトシ
三重県,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三重県,ミエケン,ミエケン
三重郡川越町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三重郡川越町,ミエグンカワゴエチョウ,ミエグンカワゴエチョウ
三重郡朝日町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三重郡朝日町,ミエグンアサヒチョウ,ミエグンアサヒチョウ
三重郡菰野町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,三重郡菰野町,ミエグンコモノチョウ,ミエグンコモノチョウ
三養基郡みやき町,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,三養基郡みやき町,ミヤキグンミヤキチョウ,ミヤキグンミヤキチョウ
三養基郡上峰町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,三養基郡上峰町,ミヤキグンカミミネチョウ,ミヤキグンカミミネチョウ
三養基郡基山町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,三養基郡基山町,ミヤキグンキヤマチョウ,ミヤキグンキヤマチョウ
三鷹市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,三鷹市,ミタカシ,ミタカシ
上伊那郡中川村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上伊那郡中川村,カミイナグンナカガワムラ,カミイナグンナカガワムラ
上伊那郡南箕輪村,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,上伊那郡南箕輪村,カミイナグンミナミミノワムラ,カミイナグンミナミミノワムラ
上伊那郡宮田村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上伊那郡宮田村,カミイナグンミヤダムラ,カミイナグンミヤダムラ
上伊那郡箕輪町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上伊那郡箕輪町,カミイナグンミノワマチ,カミイナグンミノワマチ
上伊那郡辰野町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上伊那郡辰野町,カミイナグンタツノマチ,カミイナグンタツノマチ
上伊那郡飯島町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上伊那郡飯島町,カミイナグンイイジママチ,カミイナグンイイジママチ
上北郡おいらせ町,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,上北郡おいらせ町,カミキタグンオイラセチョウ,カミキタグンオイラセチョウ
上北郡七戸町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上北郡七戸町,カミキタグンシチノヘマチ,カミキタグンシチノヘマチ
上北郡六ヶ所村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上北郡六ヶ所村,カミキタグンロッカショムラ,カミキタグンロッカショムラ
上北郡六戸町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上北郡六戸町,カミキタグンロクノヘマチ,カミキタグンロクノヘマチ
上北郡東北町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上北郡東北町,カミキタグントウホクマチ,カミキタグントウホクマチ
上北郡横浜町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上北郡横浜町,カミキタグンヨコハママチ,カミキタグンヨコハママチ
上北郡野辺地町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上北郡野辺地町,カミキタグンノヘジマチ,カミキタグンノヘジマチ
上天草市,-1,-1,-3200,名詞,固有名詞,地域,一般,*,*,上天草市,カミアマクサシ,カミアマクサシ
上尾市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,上尾市,アゲオシ,アゲオシ
上山市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,上山市,カミノヤマシ,カミノヤマシ
上川郡上川町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡上川町,カミカワグンカミカワチョウ,カミカワグンカミカワチョウ
上川郡下川町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡下川町,カミカワグンシモカワチョウ,カミカワグンシモカワチョウ
上川郡剣淵町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡剣淵町,カミカワグンケンブチチョウ,カミカワグンケンブチチョウ
上川郡和寒町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡和寒町,カミカワグンワッサムチョウ,カミカワグンワッサムチョウ
上川郡当麻町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡当麻町,カミカワグントウマチョウ,カミカワグントウマチョウ
上川郡愛別町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡愛別町,カミカワグンアイベツチョウ,カミカワグンアイベツチョウ
上川郡新得町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡新得町,カミカワグンシントクチョウ,カミカワグンシントクチョウ
上川郡東川町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡東川町,カミカワグンヒガシカワチョウ,カミカワグンヒガシカワチョウ
上川郡東神楽町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上川郡東神楽町,カミカワグンヒガシカグラチョウ,カミカワグンヒガシカグラチョウ
上川郡比布町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡比布町,カミカワグンピップチョウ,カミカワグンピップチョウ
上川郡清水町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡清水町,カミカワグンシミズチョウ,カミカワグンシミズチョウ
上川郡美瑛町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡美瑛町,カミカワグンビエイチョウ,カミカワグンビエイチョウ
上川郡鷹栖町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上川郡鷹栖町,カミカワグンタカスチョウ,カミカワグンタカスチョウ
上水内郡信濃町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上水内郡信濃町,カミミノチグンシナノマチ,カミミノチグンシナノマチ
上水内郡小川村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上水内郡小川村,カミミノチグンオガワムラ,カミミノチグンオガワムラ
上水内郡飯綱町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上水内郡飯綱町,カミミノチグンイイヅナマチ,カミミノチグンイイヅナマチ
上浮穴郡久万高原町,-1,-1,-10800,名詞,固有名詞,地域,一般,*,*,上浮穴郡久万高原町,カミウケナグンクマコウゲンチョウ,カミウケナグンクマコウゲンチョウ
上田市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,上田市,ウエダシ,ウエダシ
上益城郡嘉島町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上益城郡嘉島町,カミマシキグンカシママチ,カミマシキグンカシママチ
上益城郡山都町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上益城郡山都町,カミマシキグンヤマトチョウ,カミマシキグンヤマトチョウ
上益城郡御船町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上益城郡御船町,カミマシキグンミフネマチ,カミマシキグンミフネマチ
上益城郡甲佐町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上益城郡甲佐町,カミマシキグンコウサマチ,カミマシキグンコウサマチ
上益城郡益城町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上益城郡益城町,カミマシキグンマシキマチ,カミマシキグンマシキマチ
上磯郡木古内町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上磯郡木古内町,カミイソグンキコナイチョウ,カミイソグンキコナイチョウ
上磯郡知内町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,上磯郡知内町,カミイソグンシリウチチョウ,カミイソグンシリウチチョウ
上越市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,上越市,ジョウエツシ,ジョウエツシ
上野原市,-1,-1,-3200,名詞,固有名詞,地域,一般,*,*,上野原市,ウエノハラシ,ウエノハラシ
上閉伊郡大槌町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上閉伊郡大槌町,カミヘイグンオオツチチョウ,カミヘイグンオオツチチョウ
上高井郡小布施町,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,上高井郡小布施町,カミタカイグンオブセマチ,カミタカイグンオブセマチ
上高井郡高山村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,上高井郡高山村,カミタカイグンタカヤマムラ,カミタカイグンタカヤマムラ
下伊那郡下條村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡下條村,シモイナグンシモジョウムラ,シモイナグンシモジョウムラ
下伊那郡喬木村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡喬木村,シモイナグンタカギムラ,シモイナグンタカギムラ
下伊那郡売木村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡売木村,シモイナグンウルギムラ,シモイナグンウルギムラ
下伊那郡大鹿村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡大鹿村,シモイナグンオオシカムラ,シモイナグンオオシカムラ
下伊那郡天龍村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡天龍村,シモイナグンテンリュウムラ,シモイナグンテンリュウムラ
下伊那郡平谷村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡平谷村,シモイナグンヒラヤムラ,シモイナグンヒラヤムラ
下伊那郡松川町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡松川町,シモイナグンマツカワマチ,シモイナグンマツカワマチ
下伊那郡根羽村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡根羽村,シモイナグンネバムラ,シモイナグンネバムラ
下伊那郡泰阜村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡泰阜村,シモイナグンヤスオカムラ,シモイナグンヤスオカムラ
下伊那郡豊丘村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡豊丘村,シモイナグントヨオカムラ,シモイナグントヨオカムラ
下伊那郡阿南町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡阿南町,シモイナグンアナンチョウ,シモイナグンアナンチョウ
下伊那郡阿智村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡阿智村,シモイナグンアチムラ,シモイナグンアチムラ
下伊那郡高森町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下伊那郡高森町,シモイナグンタカモリマチ,シモイナグンタカモリマチ
下北郡佐井村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,下北郡佐井村,シモキタグンサイムラ,シモキタグンサイムラ
下北郡大間町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,下北郡大間町,シモキタグンオオママチ,シモキタグンオオママチ
下北郡東通村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,下北郡東通村,シモキタグンヒガシドオリムラ,シモキタグンヒガシドオリムラ
下北郡風間浦村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下北郡風間浦村,シモキタグンカザマウラムラ,シモキタグンカザマウラムラ
下呂市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下呂市,ゲロシ,ゲロシ
下妻市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下妻市,シモツマシ,シモツマシ
下新川郡入善町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下新川郡入善町,シモニイカワグンニュウゼンマチ,シモニイカワグンニュウゼンマチ
下新川郡朝日町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下新川郡朝日町,シモニイカワグンアサヒマチ,シモニイカワグンアサヒマチ
下松市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下松市,クダマツシ,クダマツシ
下水内郡栄村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,下水内郡栄村,シモミノチグンサカエムラ,シモミノチグンサカエムラ
下田市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下田市,シモダシ,シモダシ
下益城郡美里町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下益城郡美里町,シモマシキグンミサトマチ,シモマシキグンミサトマチ
下都賀郡壬生町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下都賀郡壬生町,シモツガグンミブマチ,シモツガグンミブマチ
下都賀郡野木町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下都賀郡野木町,シモツガグンノギマチ,シモツガグンノギマチ
下野市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下野市,シモツケシ,シモツケシ
下閉伊郡山田町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下閉伊郡山田町,シモヘイグンヤマダマチ,シモヘイグンヤマダマチ
下閉伊郡岩泉町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下閉伊郡岩泉町,シモヘイグンイワイズミチョウ,シモヘイグンイワイズミチョウ
下閉伊郡普代村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,下閉伊郡普代村,シモヘイグンフダイムラ,シモヘイグンフダイムラ
下閉伊郡田野畑村,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,下閉伊郡田野畑村,シモヘイグンタノハタムラ,シモヘイグンタノハタムラ
下関市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,下関市,シモノセキシ,シモノセキシ
下高井郡山ノ内町,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,下高井郡山ノ内町,シモタカイグンヤマノウチマチ,シモタカイグンヤマノウチマチ
下高井郡木島平村,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,下高井郡木島平村,シモタカイグンキジマダイラムラ,シモタカイグンキジマダイラムラ
下高井郡野沢温泉村,-1,-1,-10800,名詞,固有名詞,地域,一般,*,*,下高井郡野沢温泉村,シモタカイグンノザワオンセンムラ,シモタカイグンノザワオンセンムラ
不破郡垂井町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,不破郡垂井町,フワグンタルイチョウ,フワグンタルイチョウ
不破郡関ケ原町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,不破郡関ケ原町,フワグンセキガハラチョウ,フワグンセキガハラチョウ
与謝郡与謝野町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,与謝郡与謝野町,ヨサグンヨサノチョウ,ヨサグンヨサノチョウ
与謝郡伊根町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,与謝郡伊根町,ヨサグンイネチョウ,ヨサグンイネチョウ
世田谷区,-1,-1,-3200,名詞,固有名詞,地域,一般,*,*,世田谷区,セタガヤク,セタガヤク
世羅郡世羅町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,世羅郡世羅町,セラグンセラチョウ,セラグンセラチョウ
中央区,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中央区,チュウオウク,チュウオウク
中央市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中央市,チュウオウシ,チュウオウシ
中川郡中川町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡中川町,ナカガワグンナカガワチョウ,ナカガワグンナカガワチョウ
中川郡幕別町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡幕別町,ナカガワグンマクベツチョウ,ナカガワグンマクベツチョウ
中川郡本別町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡本別町,ナカガワグンホンベツチョウ,ナカガワグンホンベツチョウ
中川郡池田町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡池田町,ナカガワグンイケダチョウ,ナカガワグンイケダチョウ
中川郡美深町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡美深町,ナカガワグンビフカチョウ,ナカガワグンビフカチョウ
中川郡豊頃町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中川郡豊頃町,ナカガワグントヨコロチョウ,ナカガワグントヨコロチョウ
中川郡音威子府村,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,中川郡音威子府村,ナカガワグンオトイネップムラ,ナカガワグンオトイネップムラ
中巨摩郡昭和町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中巨摩郡昭和町,ナカコマグンショウワチョウ,ナカコマグンショウワチョウ
中新川郡上市町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中新川郡上市町,ナカニイカワグンカミイチマチ,ナカニイカワグンカミイチマチ
中新川郡立山町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中新川郡立山町,ナカニイカワグンタテヤママチ,ナカニイカワグンタテヤママチ
中新川郡舟橋村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中新川郡舟橋村,ナカニイカワグンフナハシムラ,ナカニイカワグンフナハシムラ
中津川市,-1,-1,-3200,名詞,固有名詞,地域,一般,*,*,中津川市,ナカツガワシ,ナカツガワシ
中津市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中津市,ナカツシ,ナカツシ
中津軽郡西目屋村,-1,-1,-9050,名詞,固有名詞,地域,一般,*,*,中津軽郡西目屋村,ナカツガルグンニシメヤムラ,ナカツガルグンニシメヤムラ
中郡二宮町,-1,-1,-4472,名詞,固有名詞,地域,一般,*,*,中郡二宮町,ナカグンニノミヤマチ,ナカグンニノミヤマチ
中郡大磯町,-1,-1,-4472,名詞,固有名詞,地域,一般,*,*,中郡大磯町,ナカグンオオイソマチ,ナカグンオオイソマチ
中野区,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中野区,ナカノク,ナカノク
中野市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中野市,ナカノシ,ナカノシ
中間市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,中間市,ナカマシ,ナカマシ
中頭郡中城村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中頭郡中城村,ナカガミグンナカグスクソン,ナカガミグンナカグスクソン
中頭郡北中城村,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中頭郡北中城村,ナカガミグンキタナカグスクソン,ナカガミグンキタナカグスクソン
中頭郡北谷町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中頭郡北谷町,ナカガミグンチャタンチョウ,ナカガミグンチャタンチョウ
中頭郡嘉手納町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中頭郡嘉手納町,ナカガミグンカデナチョウ,ナカガミグンカデナチョウ
中頭郡西原町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中頭郡西原町,ナカガミグンニシハラチョウ,ナカガミグンニシハラチョウ
中頭郡読谷村,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,中頭郡読谷村,ナカガミグンヨミタンソン,ナカガミグンヨミタンソン
中魚沼郡津南町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,中魚沼郡津南町,ナカウオヌマグンツナンマチ,ナカウオヌマグンツナンマチ
串間市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,串間市,クシマシ,クシマシ
丸亀市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,丸亀市,マルガメシ,マルガメシ
丹波市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,丹波市,タンバシ,タンバシ
丹波篠山市,-1,-1,-4472,名詞,固有名詞,地域,一般,*,*,丹波篠山市,タンバササヤマシ,タンバササヤマシ
丹生郡越前町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,丹生郡越前町,ニュウグンエチゼンチョウ,ニュウグンエチゼンチョウ
丹羽郡大口町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,丹羽郡大口町,ニワグンオオグチチョウ,ニワグンオオグチチョウ
丹羽郡扶桑町,-1,-1,-5878,名詞,固有名詞,地域,一般,*,*,丹羽郡扶桑町,ニワグンフソウチョウ,ニワグンフソウチョウ
久世郡久御山町,-1,-1,-7408,名詞,固有名詞,地域,一般,*,*,久世郡久御山町,クセグンクミヤマチョウ,クセグンクミヤマチョウ
久喜市,-1,-1,-2078,名詞,固有名詞,地域,一般,*,*,久喜市,クキシ,クキシ
